Key/String ID,English,Context,Comments,العربيةُ,български език,简体中文,čeština,Dansk,Nederlands,Suomi,Français,Deutsch,Ελληνικά,Magyar,Italiano,日本語,한국어,Norsk,Polski,Português,Português do Brasil,Română,Русский,Español-España,Español-Latinoamérica,Svenska,ไทย,Türkçe,Українська,Tiếng Việt,中文 (繁體)
casting-machine-description,Casts Lucrum Coils,,,,,用于制作琉稀矿线圈。,Vrhá Lucrum cívky,,,,Crée des bobines de Lucrum.,Presst Lucrum-Spulen,,,,,루크룸 코일을 주조합니다.,,,,,,Отливает катушки из лукрума.,Prensa las bobinas de lucrum.,,,,,,,
chemical-reaction-chamber,Small Reaction Chamber,,,,,小型反应室,Malá reakční komora,,,,,Petite chambre de réaction,Kleiner Chemiekessel,,,,,소형 반응실,,,,,,Малая реакционная камера,Cámara de reacción pequeña,,,,,,
chemical-reaction-chamber-description,Cheimcal processor for Red Solvent,,,,,化学处理装置（红色溶剂）,Chemický procesor pro červené rozpouštědlo,,,,Machine à procédés chimiques produisant du solvant rouge.,Wandelt Werkstoffe durch Wärme,,,,,적색 솔벤트를 만드는 화학 처리 시설입니다.,,,,,,Химический реактор для обработки красного растворителя.,Procesador químico de solvente rojo.,,,,,,,
small-chemical-reactor,Small Chemical Processor,,,,,小型化学处理装置,Malý chemický procesor,,,,,Petite machine à procédés chimiques,Kleiner Chemischer Reaktor,,,,,소형 화학 처리기,,,,,,Малый химический реактор,Procesador químico pequeño,,,,,,
small-chemical-reactor-description,Chemical processor for Green Solvent,,,,,化学处理装置（绿色溶剂）,Chemický procesor pro zelené rozpouštědlo,,,,Machine à procédés chimiques produisant du solvant vert.,Wandelt Werkstoffe durch Wärme,,,,,녹색 솔벤트를 만드는 화학 처리 시설입니다.,,,,,,Химический реактор для обработки зелёного растворителя.,Procesador químico de solvente verde.,,,,,,,
chemical-reactor,Chemical Reactor,,,,,化学反应堆,Chemický reaktor,,,,,Réacteur chimique,Chemischer Reaktor,,,,,화학 반응기,,,,,,Химический реактор,Reactor químico,,,,,,
chemical-reactor-description,Facilitates various types of chemical reactions.,,,,,用于促进各种化学反应。,Usnadňuje různé typy chemických reakcí.,,,,Facilite différents types de réactions chimiques.,Kreiert chemische Verbindungen,,,,,다양한 화학 반응을 이끌어냅니다.,,,,,,Позволяет проводить различные химические реакции.,Facilita varios tipos de reacciones químicas.,,,,,,,
basic-punch-press,Punch Press,,,,,冲压床,Lis,,,,,Presse à découper,Stanzpresse,,,,,펀치 프레스,,,,,,Пробивной пресс,Prensa troqueladora,,,,,,
basic-punch-press-description,"Punches holes, cuts shapes, and forms metals.",,,,,用于冲孔、剪切形状以及成型金属。,"Děruje díry, vysekává tvary a tvaruje kovy.",,,,"Perfore, découpe et modèle des métaux.",Stanzt Metalle und Gestein,,,,,"구멍을 뚫거나, 모양을 내거나, 금속 형태를 잡는 도구입니다.",,,,,,"Пробивает отверстия, вырезает формы, штампует металл.","Hace agujeros, corta formas y moldea metales.",,,,,,,
basic-cutter,Industrial Cutter,,,,,工业切削机,Průmyslový řezač,,,,Machine de découpe industrielle,Industrieller Schneider,,,,,공업용 절단기,,,,,,Промышленный резак,Cortadora industrial,,,,,,,
basic-cutter-description,"Cuts, shapes, and trims various materials.",,,,,用于对各种材料进行切割、塑形和修剪。,"Řeže, tvaruje a zastřihuje různé materiály.",,,,"Coupe, modèle et taille divers matériaux.",Stellt Metallplatten her,,,,,"다양한 재료를 자르거나, 모양을 내거나, 다듬습니다.",,,,,,"Режет, формует и обрезает разные материалы.","Corta, moldea y recorta varios materiales.",,,,,,,
basic-lathe,Industrial Lathe,,,,,工业车床,Soustruh,,,,,Tour industrielle,Industrielle Drehbank,,,,,공업용 선반,,,,,,Промышленный станок,Torno industrial,,,,,,
basic-lathe-description,"Shapes, cuts, and drills cylindrical workpieces",,,,,用于对圆柱形工件进行塑形、切割和钻孔。,"Tvary, řezy a vrtání válcových obrobků",,,,"Modèle, coupe et perce des pièces cylindriques.",Drechselt Metalle,,,,,"원통형 소재의 모양을 내거나, 자르거나, 구멍을 뚫습니다.",,,,,,"Формует, режет и сверлит цилиндрические изделия.","Moldea, corta y perfora piezas de trabajo cilíndricas.",,,,,,,
basic-crimper,Industrial Crimper,,,,,工业压接器,Průmyslový klešťový lis,,,,,Sertisseuse industrielle,Quetschzange,,,,,공업용 인두기,,,,,,Промышленный кримпер,Engarzador industrial,,,,,,
basic-crimper-description,Connects two pieces of material to form wires and cables,,,,,用于连接两块材料以制作线材和缆材。,Spojuje dva kusy materiálu za účelem vytvoření drátů a kabelů,,,,Connecte deux matériaux pour en faire des fils et des câbles.,Quetscht Metalle,,,,,두 재료를 연결해 와이어와 케이블을 만듭니다.,,,,,,Превращает два куска материала в провод или кабель.,Conecta dos piezas de material para formar alambres y cables.,,,,,,,
basic-drill,Industrial Drill,,,,,工业钻头,Průmyslový vrták,,,,,Perceuse industrielle,Industrieller Bohrer,,,,,공업용 드릴,,,,,,Промышленный бур,Taladro industrial,,,,,,
basic-drill-description,Drills holes into various materials.,,,,,用于对各种材料进行钻孔。,Vrtá otvory do různých materiálů.,,,,Perce différents matériaux.,Bohrt Metalle,,,,,다양한 재료에 구멍을 뚫습니다.,,,,,,Сверлит дыры в разных материалах.,Hace agujeros en varios materiales.,,,,,,,
stockpile,Stockpile,,,,,储物区,Zásoba,,,,,Réserve,Lager,,,,,보관소,,,,,,Хранилище,Depósito,,,,,,
stockpile-description,Stores resources and machines.,,,,,用于储存资源和机器。,Ukládá zdroje a stroje.,,,,Stocke des ressources et des machines.,Lagert Ressourcen und Maschinen,,,,,자원과 기계 장치를 보관합니다.,,,,,,Здесь хранятся ресурсы и устройства.,Almacena recursos y maquinaria.,,,,,,,
assembly-machine-2-slot,Red Assembler,,,,,红色组装机,Červený sestavač,,,,Assembleuse rouge,Rote Montagemaschine,,,,,적색 조립 장치,,,,,,Красный сборщик,Ensambladora roja,,,,,,,
assembly-machine-2-slot-description,"Automatically assembles components, parts, and materials into products.",,,,,能够自动将组件、零件和材料组装成产品。,"Automaticky sestavuje komponenty, díly a materiály do produktů.",,,,"Assemble automatiquement des composants, des pièces et des matériaux pour en faire des produits.",Beschreibung Montagemaschine,,,,,"구성 요소와 부품, 재료를 자동으로 조립해 제품을 만듭니다.",,,,,,"Автоматически собирает изделия из компонентов, деталей и материалов.","Ensambla componentes, piezas y materiales a los productos de forma automática.",,,,,,,
assembly-machine-3-slot,Green Assembler,,,,,绿色组装机,Zelený asembler,,,,,Assembleuse verte,Grüne Montagemaschine,,,,,녹색 조립 장치,,,,,,Зелёный сборщик,Ensambladora verde,,,,,,
assembly-machine-3-slot-description,"Automatically assembles components, parts, and materials into products.",,,,,能够自动将组件、零件和材料组装成产品。,"Automaticky sestavuje komponenty, díly a materiály do produktů.",,,,"Assemble automatiquement des composants, des pièces et des matériaux pour en faire des produits.",,,,,,"구성 요소와 부품, 재료를 자동으로 조립해 제품을 만듭니다.",,,,,,"Автоматически собирает изделия из компонентов, деталей и материалов.","Ensambla componentes, piezas y materiales a los productos de forma automática.",,,,,,,
assembly-machine-4-slot,Blue Assembler,,,,,蓝色组装机,Modrý Assembler,,,,Assembleuse bleue,Blaue Montagemaschine,,,,,청색 조립 장치,,,,,,Синий сборщик,Ensambladora azul,,,,,,,
assembly-machine-4-slot-description,"Automatically assembles components, parts, and materials into products.",,,,,能够自动将组件、零件和材料组装成产品。,"Automaticky sestavuje součásti, díly a materiály do produktů.",,,,"Assemble automatiquement des composants, des pièces et des matériaux pour en faire des produits.",,,,,,"구성 요소와 부품, 재료를 자동으로 조립해 제품을 만듭니다.",,,,,,"Автоматически собирает изделия из компонентов, деталей и материалов.","Ensambla componentes, piezas y materiales a los productos de forma automática.",,,,,,,
assembly-machine-5-slot,Yellow Assembler,,,,,黄色组装机,Žlutý asembler,,,,Assembleuse jaune,Gelbe Montagemaschine,,,,,황색 조립 장치,,,,,,Жёлтый сборщик,Ensambladora amarilla,,,,,,,
assembly-machine-5-slot-description,"Automatically assembles components, parts, and materials into products.",,,,,能够自动将组件、零件和材料组装成产品。,"Automaticky sestavuje součástky, díly a materiály do produktů.",,,,"Assemble automatiquement des composants, des pièces et des matériaux pour en faire des produits.",,,,,,"구성 요소와 부품, 재료를 자동으로 조립해 제품을 만듭니다.",,,,,,"Автоматически собирает изделия из компонентов, деталей и материалов.","Ensambla componentes, piezas y materiales a los productos de forma automática.",,,,,,,
assembly-machine-6-slot,White Assembler,,,,,白色组装机,Bílý assembler,,,,Assembleuse blanche,Weiße Montagemaschine,,,,,백색 조립 장치,,,,,,Белый сборщик,Ensambladora blanca,,,,,,,
assembly-machine-6-slot-description,"Automatically assembles components, parts, and materials into products.",,,,,能够自动将组件、零件和材料组装成产品。,"Automaticky sestavuje komponenty, díly a materiály do produktů.",,,,"Assemble automatiquement des composants, des pièces et des matériaux pour en faire des produits.",,,,,,"구성 요소와 부품, 재료를 자동으로 조립해 제품을 만듭니다.",,,,,,"Автоматически собирает изделия из компонентов, деталей и материалов.","Ensambla componentes, piezas y materiales a los productos de forma automática.",,,,,,,
wire-drawing-machine,Wire Drawing Machine,,,,,拉丝机,Tacící stroj,,,,Tréfileuse,Drahtziehmaschine,,,,,와이어 제작 기계,,,,,,Волочильный станок,Trefiladora,,,,,,,
wire-drawing-machine-description,Produces and reshapes wires.,,,,,用于生产和重塑线材。,Vyrábí a tvaruje dráty.,,,,Produit et refaçonne des fils.,,,,,,와이어를 생산하거나 모양을 변경합니다.,,,,,,Производит провода и придаёт им форму.,Produce y moldea alambre.,,,,,,,
electric-boiler,Electric Boiler,,,,,电锅炉,Elektrický bojler,,,,Chauffe-eau électrique,,,,,,전기 보일러,,,,,,Электроводонагреватель,Hervidor eléctrico,,,,,,,
electric-boiler-description,Uses electricity to heat up water and generate steam.,,,,,消耗电能来加热水，并将其转化为蒸汽。,Používá elektřinu k ohřevu vody a výrobě páry.,,,,Utilise de l'électricité pour chauffer de l'eau et générer de la vapeur.,,,,,,전기를 이용해 물을 끓여 증기를 발생시킵니다.,,,,,,С помощью электричества нагревает воду и производит пар.,Emplea la electricidad para calentar agua y generar vapor.,,,,,,,
cement-plant,Cement Plant,,,,,水泥厂,Cementárna,,,,Usine à béton,Zementwerk,,,,,시멘트 공장,,,,,,Цементный завод,Planta de cemento,,,,,,,
cement-plant-description,Makes things somehow concrete,,,,,能够让一切变得有形有料。,Udělá věci nějakým způsobem konkrétní.,,,,Crée des objets en béton.,Mixt Chemikalien und Materialien zu Zement,,,,,여러 물건을 콘크리트로 만듭니다.,,,,,,Здесь решительность твёрже бетона.,Solidifica las cosas en hormigón.,,,,,,,
distillery,Distillery,,,,,蒸馏室,Palírna,,,,Distillerie,,,,,,증류소,,,,,,Перегонный аппарат,Destilería,,,,,,,
distillery-description,Heats liquids to create vapor to collect desired components in concentrated form.,,,,,加热液体以将其转化为蒸汽，并以浓缩的形式收集所需的成分。,Zahřívá kapaliny za vzniku par pro sběr požadovaných složek v koncentrované formě.,,,,Chauffe des liquides pour créer de la vapeur et récupérer des composants souhaités sous forme concentrée.,,,,,,"액체를 끓여 증기를 생성하고, 원하는 성분을 농축한 형태로 수집합니다.",,,,,,Нужен для сбора концентрированных компонентов после испарения жидкостей.,Calienta líquidos para crear vapor y obtener los componentes deseados de forma concentrada.,,,,,,,
